date,team,opponent,score,opponentScore,moneyLine,opponentMoneyLine,total,spread,secondHalfTotal,FG%,FG3%,FT%,REB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G,win%,FG%_opp,FG3%_opp,FT%_opp,REB/G_opp,AST/G_opp,STL/G_opp,BLK/G_opp,TOV/G_opp,PF/G_opp,PTS/G_opp,win%_opp,home
2021-11-27,Atlanta,New York,90,99,-340.0,270.0,217.0,-8.0,104.5,0.46950195858981536,0.37598736176935227,0.8,46.15,24.05,6.9,4.15,11.75,17.45,111.4,0.55,0.4379124175164967,0.365034965034965,0.765,45.94736842105263,21.473684210526315,7.052631578947368,6.052631578947368,13.210526315789474,19.36842105263158,106.6842105263158,0.5263157894736842,1
2021-11-27,Cleveland,Orlando,105,92,-500.0,375.0,204.5,-10.0,105.0,0.4436923076923077,0.3292867981790592,0.7694300518134715,44.421052631578945,23.57894736842105,7.7368421052631575,3.473684210526316,14.736842105263158,16.105263157894736,102.94736842105263,0.47368421052631576,0.4124293785310734,0.32864450127877237,0.7546174142480211,44.65,21.65,6.45,4.75,14.95,20.25,100.15,0.2,1
2021-11-27,Minnesota,Philadelphia,121,120,220.0,-270.0,218.0,7.0,105.5,0.4254835039817975,0.3337393422655298,0.768595041322314,45.73684210526316,23.68421052631579,9.421052631578947,6.2631578947368425,15.210526315789474,22.63157894736842,107.84210526315789,0.47368421052631576,0.4649014778325123,0.36363636363636365,0.8269230769230769,41.78947368421053,22.36842105263158,7.947368421052632,5.894736842105263,11.736842105263158,18.57894736842105,107.10526315789474,0.5263157894736842,0
2021-11-27,New Orleans,Utah,105,127,650.0,-1000.0,215.0,12.5,109.5,0.4244060475161987,0.33979135618479883,0.8179611650485437,46.0,23.428571428571427,7.333333333333333,4.190476190476191,14.523809523809524,19.952380952380953,101.76190476190476,0.23809523809523808,0.46597179644389947,0.3438287153652393,0.7817745803357314,46.94736842105263,21.473684210526315,7.578947368421052,5.7894736842105265,14.0,18.789473684210527,111.52631578947368,0.631578947368421,0
2021-11-27,Dallas,Washington,114,120,-250.0,210.0,213.0,-6.5,104.5,0.436,0.3312883435582822,0.7454545454545455,44.94117647058823,22.58823529411765,7.588235294117647,4.235294117647059,11.647058823529411,19.176470588235293,104.11764705882354,0.5882352941176471,0.45415647921760394,0.3220064724919094,0.7885572139303483,46.78947368421053,23.0,6.473684210526316,5.578947368421052,14.105263157894736,18.31578947368421,105.36842105263158,0.631578947368421,1
2021-11-28,Toronto,Boston,97,109,105.0,-125.0,207.0,2.0,105.5,0.4401098901098901,0.3468118195956454,0.7763496143958869,44.25,20.95,9.8,4.35,11.85,19.05,106.35,0.45,0.4360400444938821,0.3242506811989101,0.8072289156626506,47.0,22.65,7.65,5.75,13.45,18.95,107.05,0.5,1
2021-11-28,LA Lakers,Detroit,110,106,-525.0,400.0,214.5,-10.5,103.5,0.4580272822665268,0.3487394957983193,0.7494553376906318,46.57142857142857,24.095238095238095,8.380952380952381,5.857142857142857,15.619047619047619,20.666666666666668,111.38095238095238,0.47619047619047616,0.40491901619676063,0.2927864214992928,0.7769607843137255,42.0,21.157894736842106,8.578947368421053,4.631578947368421,14.052631578947368,19.263157894736842,98.63157894736842,0.21052631578947367,1
2021-11-28,LA Clippers,Golden State,90,105,120.0,-140.0,215.5,2.5,104.0,0.4439809296781883,0.3492286115007013,0.8160237388724035,45.31578947368421,22.736842105263158,8.368421052631579,4.526315789473684,14.157894736842104,17.68421052631579,106.0,0.5789473684210527,0.48058252427184467,0.3647959183673469,0.782051282051282,47.26315789473684,29.526315789473685,9.578947368421053,4.947368421052632,15.526315789473685,19.473684210526315,114.47368421052632,0.8947368421052632,1
2021-11-28,Milwaukee,Indiana,118,100,-135.0,115.0,216.5,-2.0,110.5,0.45028248587570624,0.36666666666666664,0.7303921568627451,47.3,22.55,7.4,4.7,13.2,17.65,109.45,0.6,0.4597762386787427,0.3381770145310436,0.7653333333333333,46.476190476190474,23.80952380952381,7.0,6.619047619047619,13.761904761904763,20.61904761904762,108.04761904761905,0.42857142857142855,0
2021-11-28,Golden State,LA Clippers,105,90,-140.0,120.0,215.5,-2.5,104.0,0.48058252427184467,0.3647959183673469,0.782051282051282,47.26315789473684,29.526315789473685,9.578947368421053,4.947368421052632,15.526315789473685,19.473684210526315,114.47368421052632,0.8947368421052632,0.4439809296781883,0.3492286115007013,0.8160237388724035,45.31578947368421,22.736842105263158,8.368421052631579,4.526315789473684,14.157894736842104,17.68421052631579,106.0,0.5789473684210527,0
2021-11-28,Detroit,LA Lakers,106,110,400.0,-525.0,214.5,10.5,103.5,0.40491901619676063,0.2927864214992928,0.7769607843137255,42.0,21.157894736842106,8.578947368421053,4.631578947368421,14.052631578947368,19.263157894736842,98.63157894736842,0.21052631578947367,0.4580272822665268,0.3487394957983193,0.7494553376906318,46.57142857142857,24.095238095238095,8.380952380952381,5.857142857142857,15.619047619047619,20.666666666666668,111.38095238095238,0.47619047619047616,0
2021-11-28,Sacramento,Memphis,101,128,150.0,-170.0,223.0,4.0,107.0,0.4519867549668874,0.33286516853932585,0.7533333333333333,45.15,22.55,7.05,4.65,13.6,19.8,110.7,0.4,0.4444444444444444,0.3362962962962963,0.7726027397260274,46.0,25.105263157894736,9.526315789473685,5.842105263157895,12.842105263157896,18.68421052631579,109.73684210526316,0.47368421052631576,0
2021-11-28,Indiana,Milwaukee,100,118,115.0,-135.0,216.5,2.0,110.5,0.4597762386787427,0.3381770145310436,0.7653333333333333,46.476190476190474,23.80952380952381,7.0,6.619047619047619,13.761904761904763,20.61904761904762,108.04761904761905,0.42857142857142855,0.45028248587570624,0.36666666666666664,0.7303921568627451,47.3,22.55,7.4,4.7,13.2,17.65,109.45,0.6,1
2021-11-28,Memphis,Sacramento,128,101,-170.0,150.0,223.0,-4.0,107.0,0.4444444444444444,0.3362962962962963,0.7726027397260274,46.0,25.105263157894736,9.526315789473685,5.842105263157895,12.842105263157896,18.68421052631579,109.73684210526316,0.47368421052631576,0.4519867549668874,0.33286516853932585,0.7533333333333333,45.15,22.55,7.05,4.65,13.6,19.8,110.7,0.4,1
2021-11-28,Boston,Toronto,109,97,-125.0,105.0,207.0,-2.0,105.5,0.4360400444938821,0.3242506811989101,0.8072289156626506,47.0,22.65,7.65,5.75,13.45,18.95,107.05,0.5,0.4401098901098901,0.3468118195956454,0.7763496143958869,44.25,20.95,9.8,4.35,11.85,19.05,106.35,0.45,0
2021-11-29,Dallas,Cleveland,96,114,-260.0,220.0,210.5,-6.5,102.5,0.4380113278791693,0.3333333333333333,0.7443181818181818,44.388888888888886,22.61111111111111,7.555555555555555,4.222222222222222,11.38888888888889,19.27777777777778,104.66666666666667,0.5555555555555556,0.4443148688046647,0.330945558739255,0.7688442211055276,44.75,23.8,7.5,3.75,14.65,16.2,103.05,0.5,1
2021-11-29,Cleveland,Dallas,114,96,220.0,-260.0,210.5,6.5,102.5,0.4443148688046647,0.330945558739255,0.7688442211055276,44.75,23.8,7.5,3.75,14.65,16.2,103.05,0.5,0.4380113278791693,0.3333333333333333,0.7443181818181818,44.388888888888886,22.61111111111111,7.555555555555555,4.222222222222222,11.38888888888889,19.27777777777778,104.66666666666667,0.5555555555555556,0
2021-11-29,Miami,Denver,111,120,-150.0,130.0,205.5,-3.0,99.0,0.46122448979591835,0.34718100890207715,0.8117913832199547,46.2,24.0,7.85,2.4,14.15,20.95,108.7,0.65,0.45476624165148755,0.3255131964809384,0.7491961414790996,43.31578947368421,23.736842105263158,7.578947368421052,4.0,12.894736842105264,18.473684210526315,102.78947368421052,0.47368421052631576,1
2021-11-29,Oklahoma City,Houston,89,102,120.0,-140.0,217.5,2.5,105.5,0.40986494421608927,0.31310344827586206,0.7350427350427351,47.8421052631579,20.42105263157895,7.052631578947368,4.315789473684211,13.368421052631579,17.105263157894736,99.0,0.3157894736842105,0.4353157572041692,0.329004329004329,0.6904761904761905,45.1578947368421,21.42105263157895,7.157894736842105,4.7368421052631575,17.94736842105263,19.68421052631579,103.52631578947368,0.15789473684210525,0
2021-11-29,Minnesota,Indiana,100,98,-170.0,150.0,220.5,-4.0,106.5,0.42934196332254587,0.33605600933488916,0.7651715039577837,46.15,23.6,9.3,6.25,15.5,23.05,108.5,0.5,0.457592686642966,0.3341645885286783,0.7647058823529411,46.40909090909091,23.681818181818183,6.954545454545454,6.409090909090909,13.727272727272727,20.636363636363637,107.68181818181819,0.4090909090909091,1
2021-11-29,New Orleans,LA Clippers,123,104,240.0,-280.0,210.5,7.0,108.0,0.42467866323907455,0.3342776203966006,0.8175519630484989,45.95454545454545,23.59090909090909,7.363636363636363,4.136363636363637,14.454545454545455,19.954545454545453,101.9090909090909,0.22727272727272727,0.44197952218430037,0.3481781376518219,0.8066298342541437,45.4,22.5,8.35,4.45,14.65,17.85,105.2,0.55,0
2021-11-29,Denver,Miami,120,111,130.0,-150.0,205.5,3.0,99.0,0.45476624165148755,0.3255131964809384,0.7491961414790996,43.31578947368421,23.736842105263158,7.578947368421052,4.0,12.894736842105264,18.473684210526315,102.78947368421052,0.47368421052631576,0.46122448979591835,0.34718100890207715,0.8117913832199547,46.2,24.0,7.85,2.4,14.15,20.95,108.7,0.65,0
2021-11-29,Indiana,Minnesota,98,100,150.0,-170.0,220.5,4.0,106.5,0.457592686642966,0.3341645885286783,0.7647058823529411,46.40909090909091,23.681818181818183,6.954545454545454,6.409090909090909,13.727272727272727,20.636363636363637,107.68181818181819,0.4090909090909091,0.42934196332254587,0.33605600933488916,0.7651715039577837,46.15,23.6,9.3,6.25,15.5,23.05,108.5,0.5,0
2021-11-29,LA Clippers,New Orleans,104,123,-280.0,240.0,210.5,-7.0,108.0,0.44197952218430037,0.3481781376518219,0.8066298342541437,45.4,22.5,8.35,4.45,14.65,17.85,105.2,0.55,0.42467866323907455,0.3342776203966006,0.8175519630484989,45.95454545454545,23.59090909090909,7.363636363636363,4.136363636363637,14.454545454545455,19.954545454545453,101.9090909090909,0.22727272727272727,1
2021-11-29,Houston,Oklahoma City,102,89,-140.0,120.0,217.5,-2.5,105.5,0.4353157572041692,0.329004329004329,0.6904761904761905,45.1578947368421,21.42105263157895,7.157894736842105,4.7368421052631575,17.94736842105263,19.68421052631579,103.52631578947368,0.15789473684210525,0.40986494421608927,0.31310344827586206,0.7350427350427351,47.8421052631579,20.42105263157895,7.052631578947368,4.315789473684211,13.368421052631579,17.105263157894736,99.0,0.3157894736842105,1
2021-11-29,Philadelphia,Orlando,101,96,-1200.0,750.0,205.5,-14.0,104.0,0.46243447874199184,0.3630769230769231,0.8213399503722084,41.9,22.6,8.2,5.85,11.95,18.9,107.75,0.5,0.4117330462863294,0.32555282555282555,0.746268656716418,44.57142857142857,21.61904761904762,6.666666666666667,4.761904761904762,14.619047619047619,20.047619047619047,99.76190476190476,0.19047619047619047,1
2021-11-29,Orlando,Philadelphia,96,101,750.0,-1200.0,205.5,14.0,104.0,0.4117330462863294,0.32555282555282555,0.746268656716418,44.57142857142857,21.61904761904762,6.666666666666667,4.761904761904762,14.619047619047619,20.047619047619047,99.76190476190476,0.19047619047619047,0.46243447874199184,0.3630769230769231,0.8213399503722084,41.9,22.6,8.2,5.85,11.95,18.9,107.75,0.5,0
2021-11-29,Utah,Portland,129,107,-280.0,240.0,221.5,-7.0,108.0,0.47048509643483344,0.353437876960193,0.7813211845102506,46.65,21.6,7.65,5.7,14.2,19.1,112.3,0.65,0.4594900849858357,0.3556701030927835,0.7944162436548223,45.05,23.8,8.2,4.7,12.85,18.6,110.55,0.5,1
2021-11-29,Washington,San Antonio,99,116,-155.0,135.0,214.5,-3.0,104.5,0.4597432905484247,0.32398753894080995,0.7897196261682243,46.6,23.25,6.35,5.5,14.1,18.3,106.1,0.65,0.46274038461538464,0.33849129593810445,0.6902356902356902,44.27777777777778,27.38888888888889,8.722222222222221,5.111111111111111,12.88888888888889,16.5,106.66666666666667,0.2777777777777778,0
2021-11-29,Portland,Utah,107,129,240.0,-280.0,221.5,7.0,108.0,0.4594900849858357,0.3556701030927835,0.7944162436548223,45.05,23.8,8.2,4.7,12.85,18.6,110.55,0.5,0.47048509643483344,0.353437876960193,0.7813211845102506,46.65,21.6,7.65,5.7,14.2,19.1,112.3,0.65,0
2021-11-29,San Antonio,Washington,116,99,135.0,-155.0,214.5,3.0,104.5,0.46274038461538464,0.33849129593810445,0.6902356902356902,44.27777777777778,27.38888888888889,8.722222222222221,5.111111111111111,12.88888888888889,16.5,106.66666666666667,0.2777777777777778,0.4597432905484247,0.32398753894080995,0.7897196261682243,46.6,23.25,6.35,5.5,14.1,18.3,106.1,0.65,1
2021-11-30,Portland,Detroit,110,92,-350.0,290.0,209.5,-7.5,101.5,0.45959051724137934,0.355638166047088,0.7907542579075426,44.904761904761905,23.571428571428573,7.857142857142857,4.619047619047619,12.619047619047619,18.571428571428573,110.38095238095238,0.47619047619047616,0.4060364464692483,0.2972972972972973,0.7822014051522248,42.55,21.55,8.4,4.6,14.2,19.3,99.0,0.2,1
2021-11-30,Sacramento,LA Lakers,92,117,-110.0,-110.0,224.0,0.0,108.5,0.4463069669984285,0.32625994694960214,0.7494866529774127,45.333333333333336,22.285714285714285,6.9523809523809526,4.809523809523809,13.333333333333334,19.714285714285715,110.23809523809524,0.38095238095238093,0.4598393574297189,0.34584450402144773,0.7417355371900827,46.36363636363637,24.454545454545453,8.5,5.954545454545454,15.454545454545455,20.545454545454547,111.31818181818181,0.5,1
2021-11-30,Toronto,Memphis,91,98,-150.0,130.0,214.5,-3.0,109.5,0.4370099320439101,0.3445255474452555,0.7802469135802469,44.23809523809524,20.857142857142858,9.619047619047619,4.380952380952381,11.761904761904763,19.285714285714285,105.9047619047619,0.42857142857142855,0.44645711241342567,0.33613445378151263,0.7714285714285715,47.1,25.35,9.25,6.1,12.65,19.0,110.65,0.5,1
2021-11-30,Detroit,Portland,92,110,290.0,-350.0,209.5,7.5,101.5,0.4060364464692483,0.2972972972972973,0.7822014051522248,42.55,21.55,8.4,4.6,14.2,19.3,99.0,0.2,0.45959051724137934,0.355638166047088,0.7907542579075426,44.904761904761905,23.571428571428573,7.857142857142857,4.619047619047619,12.619047619047619,18.571428571428573,110.38095238095238,0.47619047619047616,0
2021-11-30,LA Lakers,Sacramento,117,92,-110.0,-110.0,224.0,0.0,108.5,0.4598393574297189,0.34584450402144773,0.7417355371900827,46.36363636363637,24.454545454545453,8.5,5.954545454545454,15.454545454545455,20.545454545454547,111.31818181818181,0.5,0.4463069669984285,0.32625994694960214,0.7494866529774127,45.333333333333336,22.285714285714285,6.9523809523809526,4.809523809523809,13.333333333333334,19.714285714285715,110.23809523809524,0.38095238095238093,0
2021-11-30,Memphis,Toronto,98,91,130.0,-150.0,214.5,3.0,109.5,0.44645711241342567,0.33613445378151263,0.7714285714285715,47.1,25.35,9.25,6.1,12.65,19.0,110.65,0.5,0.4370099320439101,0.3445255474452555,0.7802469135802469,44.23809523809524,20.857142857142858,9.619047619047619,4.380952380952381,11.761904761904763,19.285714285714285,105.9047619047619,0.42857142857142855,0
2021-12-01,Indiana,Atlanta,111,114,-135.0,115.0,217.5,-2.0,105.5,0.45485436893203884,0.3301549463647199,0.7669902912621359,46.43478260869565,23.82608695652174,6.913043478260869,6.260869565217392,13.695652173913043,20.52173913043478,107.26086956521739,0.391304347826087,0.46382978723404256,0.3686567164179104,0.7975609756097561,46.42857142857143,23.761904761904763,6.9523809523809526,4.238095238095238,11.476190476190476,17.428571428571427,110.38095238095238,0.5238095238095238,1
2021-12-01,Philadelphia,Boston,87,88,135.0,-155.0,206.5,3.0,99.5,0.4592061742006615,0.3601756954612006,0.8171021377672208,42.523809523809526,22.666666666666668,8.142857142857142,5.857142857142857,11.857142857142858,18.904761904761905,107.42857142857143,0.5238095238095238,0.4351063829787234,0.3255208333333333,0.8161434977578476,47.285714285714285,22.714285714285715,7.523809523809524,5.619047619047619,13.619047619047619,18.952380952380953,107.14285714285714,0.5238095238095238,0
2021-12-01,Miami,Cleveland,85,111,-150.0,130.0,206.5,-3.0,100.5,0.46179401993355484,0.3467966573816156,0.8070175438596491,45.857142857142854,24.38095238095238,7.571428571428571,2.3333333333333335,13.904761904761905,20.80952380952381,108.80952380952381,0.6190476190476191,0.44958217270194983,0.33612273361227335,0.7692307692307693,44.904761904761905,24.047619047619047,7.285714285714286,3.761904761904762,14.857142857142858,16.476190476190474,103.57142857142857,0.5238095238095238,1
2021-12-01,New Orleans,Dallas,107,139,150.0,-170.0,216.0,4.0,105.0,0.42864149092692494,0.33738191632928477,0.8173719376391982,46.0,23.869565217391305,7.521739130434782,4.0,14.130434782608695,20.0,102.82608695652173,0.2608695652173913,0.43802145411203813,0.3319615912208505,0.7302452316076294,43.78947368421053,22.473684210526315,7.578947368421052,4.368421052631579,11.31578947368421,19.05263157894737,104.21052631578948,0.5263157894736842,1
2021-12-01,Orlando,Denver,108,103,280.0,-340.0,208.0,8.0,101.0,0.41170431211498976,0.32231404958677684,0.7476190476190476,45.04545454545455,21.545454545454547,6.681818181818182,4.818181818181818,14.5,20.09090909090909,99.5909090909091,0.18181818181818182,0.4601975595583963,0.33472803347280333,0.75,42.9,24.15,7.3,3.85,12.9,18.45,103.65,0.5,1
2021-12-01,Oklahoma City,Houston,110,114,-135.0,115.0,216.5,-2.5,105.0,0.4072625698324022,0.3046875,0.7374005305039788,47.7,20.2,7.2,4.6,13.3,16.95,98.5,0.3,0.43427909669947884,0.32882273342354534,0.6892177589852009,45.9,21.9,7.15,4.75,17.7,19.65,103.45,0.2,1
2021-12-01,Atlanta,Indiana,114,111,115.0,-135.0,217.5,2.0,105.5,0.46382978723404256,0.3686567164179104,0.7975609756097561,46.42857142857143,23.761904761904763,6.9523809523809526,4.238095238095238,11.476190476190476,17.428571428571427,110.38095238095238,0.5238095238095238,0.45485436893203884,0.3301549463647199,0.7669902912621359,46.43478260869565,23.82608695652174,6.913043478260869,6.260869565217392,13.695652173913043,20.52173913043478,107.26086956521739,0.391304347826087,0
2021-12-01,Sacramento,LA Clippers,124,115,205.0,-245.0,215.0,6.0,104.5,0.4461770623742455,0.3218390804597701,0.7485265225933202,45.09090909090909,22.272727272727273,7.136363636363637,4.7727272727272725,13.590909090909092,19.772727272727273,109.4090909090909,0.36363636363636365,0.4448087431693989,0.35006435006435005,0.804177545691906,44.904761904761905,22.238095238095237,8.047619047619047,4.333333333333333,14.666666666666666,17.761904761904763,105.14285714285714,0.5238095238095238,0
2021-12-01,Cleveland,Miami,111,85,130.0,-150.0,206.5,3.0,100.5,0.44958217270194983,0.33612273361227335,0.7692307692307693,44.904761904761905,24.047619047619047,7.285714285714286,3.761904761904762,14.857142857142858,16.476190476190474,103.57142857142857,0.5238095238095238,0.46179401993355484,0.3467966573816156,0.8070175438596491,45.857142857142854,24.38095238095238,7.571428571428571,2.3333333333333335,13.904761904761905,20.80952380952381,108.80952380952381,0.6190476190476191,0
2021-12-01,Washington,Minnesota,115,107,-170.0,150.0,217.0,-3.5,105.0,0.4590254706533776,0.3224368499257058,0.7845804988662132,46.285714285714285,23.38095238095238,6.285714285714286,5.380952380952381,13.714285714285714,18.142857142857142,105.76190476190476,0.6190476190476191,0.4297520661157025,0.3329596412556054,0.762962962962963,46.19047619047619,23.666666666666668,9.238095238095237,6.190476190476191,15.380952380952381,23.142857142857142,108.0952380952381,0.5238095238095238,1
2021-12-01,Dallas,New Orleans,139,107,-170.0,150.0,216.0,-4.0,105.0,0.43802145411203813,0.3319615912208505,0.7302452316076294,43.78947368421053,22.473684210526315,7.578947368421052,4.368421052631579,11.31578947368421,19.05263157894737,104.21052631578948,0.5263157894736842,0.42864149092692494,0.33738191632928477,0.8173719376391982,46.0,23.869565217391305,7.521739130434782,4.0,14.130434782608695,20.0,102.82608695652173,0.2608695652173913,0
2021-12-01,Houston,Oklahoma City,114,110,115.0,-135.0,216.5,2.5,105.0,0.43427909669947884,0.32882273342354534,0.6892177589852009,45.9,21.9,7.15,4.75,17.7,19.65,103.45,0.2,0.4072625698324022,0.3046875,0.7374005305039788,47.7,20.2,7.2,4.6,13.3,16.95,98.5,0.3,0
2021-12-01,Denver,Orlando,103,108,-340.0,280.0,208.0,-8.0,101.0,0.4601975595583963,0.33472803347280333,0.75,42.9,24.15,7.3,3.85,12.9,18.45,103.65,0.5,0.41170431211498976,0.32231404958677684,0.7476190476190476,45.04545454545455,21.545454545454547,6.681818181818182,4.818181818181818,14.5,20.09090909090909,99.5909090909091,0.18181818181818182,0
2021-12-01,Boston,Philadelphia,88,87,-155.0,135.0,206.5,-3.0,99.5,0.4351063829787234,0.3255208333333333,0.8161434977578476,47.285714285714285,22.714285714285715,7.523809523809524,5.619047619047619,13.619047619047619,18.952380952380953,107.14285714285714,0.5238095238095238,0.4592061742006615,0.3601756954612006,0.8171021377672208,42.523809523809526,22.666666666666668,8.142857142857142,5.857142857142857,11.857142857142858,18.904761904761905,107.42857142857143,0.5238095238095238,1
2021-12-01,LA Clippers,Sacramento,115,124,-245.0,205.0,215.0,-6.0,104.5,0.4448087431693989,0.35006435006435005,0.804177545691906,44.904761904761905,22.238095238095237,8.047619047619047,4.333333333333333,14.666666666666666,17.761904761904763,105.14285714285714,0.5238095238095238,0.4461770623742455,0.3218390804597701,0.7485265225933202,45.09090909090909,22.272727272727273,7.136363636363637,4.7727272727272725,13.590909090909092,19.772727272727273,109.4090909090909,0.36363636363636365,1
2021-12-01,Minnesota,Washington,107,115,150.0,-170.0,217.0,3.5,105.0,0.4297520661157025,0.3329596412556054,0.762962962962963,46.19047619047619,23.666666666666668,9.238095238095237,6.190476190476191,15.380952380952381,23.142857142857142,108.0952380952381,0.5238095238095238,0.4590254706533776,0.3224368499257058,0.7845804988662132,46.285714285714285,23.38095238095238,6.285714285714286,5.380952380952381,13.714285714285714,18.142857142857142,105.76190476190476,0.6190476190476191,0
2021-12-02,New York,Chicago,115,119,-105.0,-115.0,209.5,2.0,106.5,0.44021739130434784,0.3646907216494845,0.7672811059907834,45.95238095238095,21.666666666666668,6.809523809523809,5.714285714285714,12.904761904761905,19.333333333333332,106.47619047619048,0.5238095238095238,0.4697286012526096,0.3705426356589147,0.8317972350230415,43.36363636363637,23.363636363636363,8.227272727272727,4.318181818181818,12.863636363636363,18.954545454545453,109.0909090909091,0.6363636363636364,1
2021-12-02,Oklahoma City,Memphis,79,152,340.0,-430.0,210.5,11.5,102.0,0.41013333333333335,0.3025,0.7389162561576355,47.095238095238095,20.0,7.285714285714286,4.666666666666667,13.285714285714286,17.142857142857142,99.04761904761905,0.2857142857142857,0.4436548223350254,0.3342245989304813,0.7747524752475248,47.42857142857143,25.0,9.428571428571429,6.285714285714286,12.857142857142858,18.80952380952381,110.04761904761905,0.5238095238095238,0
2021-12-02,Toronto,Milwaukee,97,93,130.0,-150.0,216.0,1.5,108.5,0.4351297405189621,0.3397790055248619,0.7793764988009593,44.22727272727273,20.545454545454547,9.5,4.590909090909091,12.045454545454545,19.363636363636363,105.22727272727273,0.4090909090909091,0.45496417604913,0.3620885357548241,0.7390350877192983,47.40909090909091,23.045454545454547,7.5,4.454545454545454,13.181818181818182,17.59090909090909,110.63636363636364,0.6363636363636364,1
2021-12-02,Chicago,New York,119,115,-115.0,-105.0,209.5,-2.0,106.5,0.4697286012526096,0.3705426356589147,0.8317972350230415,43.36363636363637,23.363636363636363,8.227272727272727,4.318181818181818,12.863636363636363,18.954545454545453,109.0909090909091,0.6363636363636364,0.44021739130434784,0.3646907216494845,0.7672811059907834,45.95238095238095,21.666666666666668,6.809523809523809,5.714285714285714,12.904761904761905,19.333333333333332,106.47619047619048,0.5238095238095238,0
2021-12-02,Memphis,Oklahoma City,152,79,-430.0,340.0,210.5,-11.5,102.0,0.4436548223350254,0.3342245989304813,0.7747524752475248,47.42857142857143,25.0,9.428571428571429,6.285714285714286,12.857142857142858,18.80952380952381,110.04761904761905,0.5238095238095238,0.41013333333333335,0.3025,0.7389162561576355,47.095238095238095,20.0,7.285714285714286,4.666666666666667,13.285714285714286,17.142857142857142,99.04761904761905,0.2857142857142857,1
2021-12-02,San Antonio,Portland,114,83,195.0,-230.0,215.5,5.0,106.0,0.4664009111617312,0.34205607476635513,0.6869009584664537,44.63157894736842,27.42105263157895,8.473684210526315,5.157894736842105,12.736842105263158,16.42105263157895,107.15789473684211,0.3157894736842105,0.45799180327868855,0.3545347467608952,0.7902097902097902,44.81818181818182,23.59090909090909,7.863636363636363,4.636363636363637,12.5,18.727272727272727,110.36363636363636,0.5,0
2021-12-02,Portland,San Antonio,83,114,-230.0,195.0,215.5,-5.0,106.0,0.45799180327868855,0.3545347467608952,0.7902097902097902,44.81818181818182,23.59090909090909,7.863636363636363,4.636363636363637,12.5,18.727272727272727,110.36363636363636,0.5,0.4664009111617312,0.34205607476635513,0.6869009584664537,44.63157894736842,27.42105263157895,8.473684210526315,5.157894736842105,12.736842105263158,16.42105263157895,107.15789473684211,0.3157894736842105,1
2021-12-02,Milwaukee,Toronto,93,97,-150.0,130.0,216.0,-1.5,108.5,0.45496417604913,0.3620885357548241,0.7390350877192983,47.40909090909091,23.045454545454547,7.5,4.454545454545454,13.181818181818182,17.59090909090909,110.63636363636364,0.6363636363636364,0.4351297405189621,0.3397790055248619,0.7793764988009593,44.22727272727273,20.545454545454547,9.5,4.590909090909091,12.045454545454545,19.363636363636363,105.22727272727273,0.4090909090909091,0
2021-12-03,Philadelphia,Atlanta,98,96,120.0,-140.0,216.0,2.5,103.5,0.4550709406200736,0.3557422969187675,0.815068493150685,42.68181818181818,22.545454545454547,8.090909090909092,6.0,11.636363636363637,18.818181818181817,106.5,0.5,0.4659206510681587,0.3741109530583215,0.7985781990521327,46.18181818181818,23.772727272727273,6.818181818181818,4.409090909090909,11.545454545454545,17.318181818181817,110.54545454545455,0.5454545454545454,0
2021-12-03,Utah,Boston,137,130,-350.0,290.0,209.5,-8.0,106.5,0.47333333333333333,0.3565714285714286,0.7770562770562771,46.476190476190474,22.0,7.571428571428571,5.571428571428571,13.761904761904763,19.095238095238095,113.0952380952381,0.6666666666666666,0.43440530883103623,0.3278894472361809,0.8134490238611713,47.22727272727273,22.5,7.409090909090909,5.7272727272727275,13.590909090909092,18.772727272727273,106.27272727272727,0.5454545454545454,1
2021-12-03,Washington,Cleveland,101,116,-150.0,130.0,208.5,-3.0,101.5,0.46072746441750134,0.3219858156028369,0.7813852813852814,46.54545454545455,23.863636363636363,6.2727272727272725,5.454545454545454,13.681818181818182,18.363636363636363,106.18181818181819,0.6363636363636364,0.45303274288781537,0.34358288770053474,0.7767653758542141,44.95454545454545,24.181818181818183,7.318181818181818,4.2272727272727275,15.090909090909092,16.40909090909091,103.9090909090909,0.5454545454545454,1
2021-12-03,New Orleans,Dallas,107,91,250.0,-300.0,215.0,7.0,110.5,0.42951127819548873,0.3380462724935733,0.8193548387096774,45.416666666666664,23.791666666666668,7.625,3.875,14.083333333333334,19.666666666666668,103.0,0.25,0.4497444633730835,0.34076015727391873,0.7313829787234043,43.3,22.95,7.55,4.25,11.65,19.05,105.95,0.55,0
2021-12-03,Orlando,Houston,116,118,130.0,-150.0,217.5,2.5,111.0,0.4169541646131099,0.31922196796338675,0.7471526195899773,44.78260869565217,21.73913043478261,6.739130434782608,4.869565217391305,14.391304347826088,19.869565217391305,99.95652173913044,0.21739130434782608,0.4374307862679956,0.3324742268041237,0.696969696969697,45.61904761904762,22.047619047619047,7.238095238095238,5.095238095238095,17.714285714285715,19.904761904761905,103.95238095238095,0.23809523809523808,0
